,cve_ent,poblacion,Nom_Ent,nom_mun,Total,semana f,semana g,semana 0,semana 1,semana 2,semana 3,semana 4,semana 5,semana 6,semana 7,semana 8,semana 9,semana 10,semana 11,semana 12,semana 13,semana 14,semana 15,semana 16,semana 17,semana 18,semana 19,semana 20,semana 21,semana 22,semana 23,semana 24,semana 25,semana 26,semana 27,semana 28,semana 29,semana 30,semana 31,semana 32,semana 33,semana 34,semana 35,semana 36,semana 37,semana 38,semana 39,semana 40,semana 41,semana 42,semana 43,semana 44,semana 45,semana 46,semana 47,semana 48,semana 49,semana 50,semana 51,semana 52,semana 53,semana 54,semana 55,semana 56,semana 57,semana 58,semana 59,semana 60,semana 61,semana 62
400,12036,11614,Guerrero,Igualapa,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,8,5,3,13,3,7,2,3,3,3,2,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,0,0,3,1,2,1,4,8,18,3
401,12037,6451,Guerrero,Ixcateopan de Cuauhtémoc,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0
402,12038,130796,Guerrero,Zihuatanejo de Azueta,2380,0,0,0,0,0,0,0,0,2,2,1,3,2,6,7,13,32,38,54,59,81,63,263,208,176,43,15,19,61,36,43,60,40,48,49,35,19,7,6,18,23,15,18,26,21,34,63,78,58,89,70,43,46,22,28,24,17,22,23,31,33,27,18,25,17
403,12039,25742,Guerrero,Juan R. Escudero,285,0,0,0,0,0,0,0,0,0,0,2,12,4,17,6,6,3,8,4,3,4,6,10,9,9,5,10,10,11,31,15,14,12,14,7,3,4,5,1,2,1,0,0,0,0,0,1,7,7,10,0,3,0,3,1,0,0,0,0,1,1,1,1,1,0
404,12040,26857,Guerrero,Leonardo Bravo,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,3,5,7,12,1,5,0,0,4,12,1,0,3,1,0,1,0,2,0,0,0,0,1,0,0,0,2,1,2,1,3,0,1,3,4,2,0,1,1,0,4,1,0,0,0
405,12041,28166,Guerrero,Malinaltepec,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,3,2,6,3,0,3,0,6,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
406,12042,19306,Guerrero,Mártir de Cuilapan,49,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,1,1,2,0,1,1,1,0,0,0,0,2,2,2,5,0,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,2,1,4,1,0,2,1,0,1,0
407,12043,19095,Guerrero,Metlatónoc,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0
408,12044,13196,Guerrero,Mochitlán,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,2,0,0,1,0,1,5,7,3,2,1,5,5,1,1,0,0,2,0,0,0,2,0,0,2,0,5,1,1,2,4,1,1,1,0,0,0,0,1,0,1
409,12045,26372,Guerrero,Olinalá,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,13,1,0,1,1,1,0,4,1,0,0,3,2,0,1,1,3,1,0,2,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0
410,12046,69853,Guerrero,Ometepec,638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,12,16,26,26,36,27,26,23,42,26,28,30,10,20,15,13,16,9,9,5,8,2,4,3,6,4,1,2,1,2,7,10,18,7,8,15,3,5,9,9,5,10,6,14,15,19,3,1,4
411,12047,7049,Guerrero,Pedro Ascencio Alquisiras,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,12048,45389,Guerrero,Petatlán,281,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,4,4,3,6,10,5,12,22,16,8,17,3,13,5,26,18,12,8,6,8,1,1,1,2,1,1,2,1,1,5,0,9,12,4,8,2,1,1,1,1,0,0,1,2,1,0,2,2,3
413,12049,13270,Guerrero,Pilcaya,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,3,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0
414,12050,38809,Guerrero,Pungarabato,528,0,0,0,0,0,0,0,0,0,1,3,3,6,11,19,37,51,27,25,12,7,1,2,0,10,6,4,6,6,7,3,11,7,16,8,2,2,2,10,5,9,3,9,9,5,13,8,36,35,18,15,15,12,3,1,8,7,3,1,0,6,1,0,0,1
415,12051,36981,Guerrero,Quechultenango,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,4,7,4,3,3,3,3,1,5,3,1,1,8,2,1,1,0,1,8,0,0,0,0,2,0,0,2,0,0,2,2,2,0,2,0,4,1,0,1,0,1,1,0,1,0
416,12052,45121,Guerrero,San Luis Acatlán,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,3,2,6,10,1,12,7,4,5,3,2,1,8,2,1,0,0,0,1,1,0,1,0,0,0,0,2,4,1,0,3,0,3,3,3,7,4,1,3,3,6,1,0
417,12053,50859,Guerrero,San Marcos,162,0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,5,3,6,6,3,2,8,3,5,3,5,6,5,1,2,2,2,4,6,4,2,0,1,2,0,0,0,0,1,0,5,2,6,6,1,7,6,4,1,6,2,3,1,2,2,1,4,6,3,0
418,12054,28289,Guerrero,San Miguel Totolapan,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,11,3,4,0,2,6,3,1,0,0,0,0,2,0,0,1,0,4,0,10,5,17,6,1,0,0,0,0,1,0,0,0,0,5,8,0,0,1,0
419,12055,112561,Guerrero,Taxco de Alarcón,1466,0,0,0,0,1,1,0,3,5,6,11,14,5,12,8,15,11,9,6,8,9,11,17,4,9,11,7,2,7,5,7,2,6,9,5,10,8,2,4,9,18,26,55,65,53,67,127,98,120,106,54,30,19,37,59,45,29,19,22,22,27,14,28,50,17
420,12056,47593,Guerrero,Tecoanapa,244,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,3,8,10,12,14,1,13,8,3,7,3,2,1,2,1,2,1,1,1,1,0,1,1,2,2,1,0,0,0,4,3,1,2,7,11,5,5,4,4,7,5,7,12,13,13,23,10
421,12057,66974,Guerrero,Técpan de Galeana,377,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,10,4,10,8,16,8,24,5,10,8,6,2,6,3,6,6,3,3,7,4,4,3,7,7,1,8,2,2,35,35,33,24,16,6,4,4,6,1,4,0,1,5,5,3,2,1,0
422,12058,59123,Guerrero,Teloloapan,178,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,3,0,0,3,0,0,2,8,10,15,11,4,2,5,0,6,2,2,0,5,5,1,2,2,4,2,5,1,7,0,4,10,10,4,6,2,3,1,2,2,0,1,0,0,2,0,2,11,2,0
423,12059,32914,Guerrero,Tepecoacuilco de Trujano,148,0,0,0,0,0,0,0,0,1,1,1,2,2,5,4,2,1,0,1,2,1,0,2,4,0,1,0,0,1,1,1,3,2,3,2,4,0,1,4,3,8,10,11,10,9,5,3,7,2,7,3,3,1,0,1,5,1,0,0,2,1,2,2,0,0
424,12060,14890,Guerrero,Tetipac,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
425,12061,44479,Guerrero,Tixtla de Guerrero,847,0,0,0,0,0,1,0,0,0,1,2,5,2,9,4,3,14,19,24,31,28,23,22,10,22,24,23,27,48,65,52,47,60,52,16,12,5,4,4,2,13,8,7,8,6,6,12,18,3,7,25,19,9,5,1,5,5,3,1,10,1,2,1,4,7
426,12062,24221,Guerrero,Tlacoachistlahuaca,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
427,12063,10420,Guerrero,Tlacoapa,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
428,12064,12711,Guerrero,Tlalchapa,88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,4,13,0,0,3,1,1,9,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,3,3,5,5,4,8,3,3,1,0,0,0,1,0,0,1,0,0,0
429,12065,7626,Guerrero,Tlalixtaquilla de Maldonado,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,10,10,5,3,1,1,1,0,5,0,0,0,1,0,0,0,2,3,2,0,0,0
430,12066,93574,Guerrero,Tlapa de Comonfort,955,0,0,0,0,1,0,0,1,3,2,7,8,6,20,17,10,15,22,25,23,16,12,17,11,12,13,10,18,20,12,6,13,4,6,10,8,8,6,5,6,4,8,6,13,17,19,17,45,47,24,25,23,17,27,36,46,38,54,39,26,11,12,15,11,2
431,12067,22706,Guerrero,Tlapehuala,280,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,11,18,10,6,7,2,2,0,3,5,1,3,4,5,5,2,1,0,1,3,0,2,0,0,2,1,1,4,0,6,4,6,15,11,20,2,18,24,13,12,10,6,2,9,3,2,0,0,0
432,12068,26968,Guerrero,La Unión de Isidoro Montes de Oca,133,0,0,0,0,0,0,0,0,2,2,1,7,4,7,2,4,0,5,4,2,3,5,5,14,3,2,3,2,1,4,3,6,2,4,5,2,3,2,0,0,1,2,0,1,1,0,2,1,2,2,0,0,0,1,1,1,0,0,2,1,4,1,1,0,0
433,12069,12255,Guerrero,Xalpatláhuac,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
434,12070,7398,Guerrero,Xochihuehuetlán,33,0,0,0,0,0,0,0,2,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,4,1,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,12071,30222,Guerrero,Xochistlahuaca,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,6,13,6,8,7,6,9,4,13,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,4,0,5,0,1,0,3,7,21,22,3,1,1,1
436,12072,12587,Guerrero,Zapotitlán Tablas,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0
437,12073,18228,Guerrero,Zirándaro,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,9,6,2,1,5,3,4,14,9,3,2,6,7,3,8,4,4,5,3,4,1,2,0,3,2,0,2,0,0,0,3,10,9,0,1,0,1,0,1,1,0,0,0,4,0,0,0,0
438,12074,23871,Guerrero,Zitlala,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,3,3,5,4,7,1,1,2,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0
439,12075,52924,Guerrero,Eduardo Neri,372,0,0,0,0,0,0,0,0,0,0,1,2,3,12,12,9,11,4,8,5,11,10,12,9,9,7,5,10,1,17,7,10,1,2,8,6,7,4,8,5,10,8,7,2,5,4,15,8,16,14,18,5,1,2,9,2,4,1,2,2,4,5,8,2,2
440,12076,38738,Guerrero,Acatepec,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0
441,12077,14269,Guerrero,Marquelia,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,8,8,7,2,2,3,1,4,2,0,3,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,8,2,3,4,0,0,3,0,0,0,3,1,1,1,0,1,0,1
442,12078,19337,Guerrero,Cochoapa el Grande,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,12079,17905,Guerrero,José Joaquín de Herrera,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,12080,7924,Guerrero,Juchitán,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,3,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,2,1,3,3,2,0,0,0,1,1,2,1,1,0
445,12081,11317,Guerrero,Iliatenco,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0
446,13001,22119,Hidalgo,Acatlán,146,0,0,0,0,0,0,0,0,0,0,2,2,3,7,3,2,1,1,0,0,6,2,15,6,5,6,5,4,2,4,2,0,0,2,0,4,0,1,2,1,4,5,4,6,0,1,4,7,8,6,1,1,1,4,3,0,0,1,0,0,1,1,0,0,0
447,13002,46234,Hidalgo,Acaxochitlán,167,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,6,3,1,1,5,3,2,2,1,12,4,8,6,1,2,5,3,3,3,0,2,1,4,4,2,2,4,8,1,5,7,7,5,4,1,2,6,4,1,0,0,2,2,5,2,1,2,0
448,13003,61311,Hidalgo,Actopan,630,0,0,0,0,0,0,0,1,0,3,5,1,6,6,8,7,14,7,7,9,6,8,15,12,16,25,13,13,17,13,9,6,5,5,7,17,5,7,10,13,26,16,15,12,18,15,34,36,36,24,13,17,11,10,11,4,8,3,5,7,6,4,2,0,1
449,13004,9705,Hidalgo,Agua Blanca de Iturbide,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,2,6,1,1,1,1,0,2,1,1,2,1,0,0,0,1,0,0,1,2,0,0,3,4,6,3,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
450,13005,19882,Hidalgo,Ajacuba,210,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,0,1,1,1,2,10,1,11,4,4,5,3,6,1,11,5,3,3,3,1,0,3,2,5,9,8,9,9,11,8,16,6,6,3,1,1,1,4,0,3,8,0,4,1,0,3,1,0
451,13006,22078,Hidalgo,Alfajayucan,85,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,8,3,3,1,3,0,0,3,0,0,0,0,2,3,3,3,5,1,2,3,4,3,0,5,3,4,4,3,0,2,2,1,0,1,0,0,2,2,0,0,0,0
452,13007,13135,Hidalgo,Almoloya,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,2,19,3,9,8,1,1,4,2,1,1,2,8,0,1,1,3,1,1,0,3,3,2,2,3,1,3,4,1,0,2,4,5,1,1,0,2,6,0,1,0,4,1,6,4,1
453,13008,48036,Hidalgo,Apan,855,0,0,0,0,0,0,0,0,0,3,3,4,24,28,17,16,24,15,18,32,10,27,19,25,23,14,13,22,12,14,6,16,7,9,14,11,15,13,12,10,35,25,28,35,12,18,11,24,30,21,10,9,9,6,11,11,9,6,10,15,22,8,9,4,1
454,13009,20199,Hidalgo,El Arenal,124,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,3,4,5,4,2,4,3,5,4,6,3,1,1,0,1,1,1,4,2,1,3,2,3,4,3,0,4,2,3,5,5,1,3,3,5,1,3,2,3,2,1,1,1,0,1,0,0,0
455,13010,32226,Hidalgo,Atitalaquia,462,0,0,0,0,0,0,0,0,0,0,2,6,3,10,11,11,6,6,5,4,3,6,5,9,11,10,6,5,13,13,10,6,8,4,8,20,10,9,11,16,13,15,12,23,14,9,23,23,8,13,6,6,5,1,2,6,2,4,4,4,6,6,7,3,0
456,13011,21662,Hidalgo,Atlapexco,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,1,1,2,0,1,1,3,0,0,5,0,3,3,3,4,3,1,1,0,0,2,1,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
457,13012,29469,Hidalgo,Atotonilco el Grande,140,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,0,2,5,8,1,1,3,5,5,4,3,3,2,2,1,0,0,0,0,3,2,3,6,6,2,0,2,7,5,3,6,6,5,6,7,2,2,3,0,3,1,0,0,0,0,1,0,2,2,0
458,13013,41039,Hidalgo,Atotonilco de Tula,499,0,0,0,0,1,0,0,1,2,0,3,2,4,10,9,10,7,4,11,8,12,11,10,8,4,13,3,10,4,7,6,4,4,5,4,5,7,11,11,11,17,11,15,17,16,8,20,29,12,18,10,10,12,9,13,3,5,7,8,18,2,6,6,3,2
459,13014,18680,Hidalgo,Calnali,82,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,4,3,0,0,0,0,0,3,1,0,5,0,0,0,0,2,3,0,0,0,5,2,0,0,1,0,1,3,1,6,11,5,12,2,1,1,0,0,1,2,0,0,1,0,0,0,0,0
460,13015,19853,Hidalgo,Cardonal,100,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,3,1,0,2,0,5,4,4,0,2,3,0,0,2,2,1,3,3,1,1,1,0,1,2,6,6,4,5,0,1,5,4,4,1,0,0,1,1,0,3,2,1,4,0,1,3,2,0,0
461,13016,62361,Hidalgo,Cuautepec de Hinojosa,333,0,0,0,0,0,0,0,0,0,1,2,3,9,8,4,6,0,4,4,4,5,5,10,10,9,4,5,6,3,4,2,4,5,3,3,3,2,1,5,6,6,4,6,13,13,12,15,19,24,26,7,5,10,3,1,4,4,4,4,5,1,0,4,3,0
462,13017,14659,Hidalgo,Chapantongo,187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,5,6,4,6,7,2,8,11,2,1,1,7,1,1,3,6,6,1,8,5,6,9,8,4,3,12,3,12,6,9,3,0,1,4,0,2,1,0,0,2,1,0,0,0
463,13018,25460,Hidalgo,Chapulhuacán,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,1,0,2,5,3,0,1,1,0,2,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,2,1,7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
464,13019,19638,Hidalgo,Chilcuautla,151,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,4,3,2,1,1,2,2,7,6,4,1,0,2,1,9,4,6,3,2,4,5,4,0,2,3,7,7,1,4,4,4,8,3,0,18,0,2,2,1,2,0,0,0,1,0,2,0
465,13020,2972,Hidalgo,Eloxochitlán,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
466,13021,15803,Hidalgo,Emiliano Zapata,324,0,0,0,0,0,0,4,0,1,0,2,4,3,2,3,3,6,6,7,16,17,21,21,33,13,4,2,2,3,0,2,3,0,0,10,8,14,6,2,2,3,5,4,5,3,7,16,11,10,7,6,2,6,4,2,4,1,2,0,1,0,4,1,0,0
467,13022,16053,Hidalgo,Epazoyucan,228,0,0,0,0,0,0,1,0,0,0,1,3,2,1,5,3,1,4,1,4,0,2,1,2,6,6,0,2,3,6,5,5,5,3,15,5,3,1,0,1,4,4,6,8,10,9,14,6,5,7,3,4,5,2,2,2,7,5,17,6,5,0,0,0,0
468,13023,38879,Hidalgo,Francisco I. Madero,278,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3,4,1,2,4,3,3,0,3,8,8,13,21,13,5,9,12,9,0,8,2,5,2,3,7,1,4,4,5,4,6,8,11,14,7,13,9,8,3,3,2,4,5,3,4,2,0,2,1,0,1
469,13024,19077,Hidalgo,Huasca de Ocampo,81,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,2,1,1,7,0,2,0,1,2,1,1,2,1,4,2,3,4,2,0,0,3,4,2,2,4,2,0,2,3,1,2,2,1,0,0,2,0,1,1,0,1,1,0
470,13025,23193,Hidalgo,Huautla,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,1,1,1,0,0,0,0,4,1,4,3,1,1,2,4,0,3,0,2,0,1,0,1,0,1,3,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
471,13026,15009,Hidalgo,Huazalingo,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,2,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
472,13027,27313,Hidalgo,Huehuetla,94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,1,2,4,0,5,5,7,8,8,0,5,1,1,1,0,0,3,1,0,2,10,1,1,1,0,1,0,1,2,3,2,1,0,4,0,1,2,0,0,0,0,0,1,0,0
473,13028,139683,Hidalgo,Huejutla de Reyes,822,0,0,0,0,0,1,0,0,1,1,3,3,12,12,16,23,36,32,28,48,32,26,25,19,10,12,10,17,14,17,11,13,11,11,19,18,19,19,24,23,13,24,26,18,15,17,27,19,35,28,15,4,3,2,2,2,1,0,1,0,0,1,2,1,0
474,13029,49792,Hidalgo,Huichapan,592,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,2,6,4,7,4,8,9,5,10,9,8,4,9,5,10,6,1,2,4,11,7,9,11,15,22,12,14,34,20,24,20,27,51,49,32,13,12,5,15,11,6,6,4,4,9,8,5,3,4,0
475,13030,99735,Hidalgo,Ixmiquilpan,682,0,0,0,0,0,0,0,0,0,0,1,4,5,2,2,5,8,13,3,17,19,21,25,29,13,13,18,12,14,10,3,12,11,21,13,11,5,17,30,23,25,23,21,21,12,20,13,32,16,24,11,5,8,5,8,3,12,3,5,8,14,11,1,1,0
476,13031,14478,Hidalgo,Jacala de Ledezma,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,1,0,0,1,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
477,13032,12806,Hidalgo,Jaltocán,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,3,1,1,0,1,0,1,0,2,1,0,1,1,2,2,1,1,2,1,1,2,5,4,0,2,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
478,13033,3412,Hidalgo,Juárez Hidalgo,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
479,13034,10256,Hidalgo,Lolotla,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,7,1,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0
480,13035,12508,Hidalgo,Metepec,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,3,0,3,3,1,0,0,0,3,1,0,0,0,1,2,0,0,0,0,3,1,1,1,2,4,0,2,2,7,9,5,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0
481,13036,10333,Hidalgo,San Agustín Metzquititlán,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,3,3,0,0,0,0,0,3,1,1,0,5,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
482,13037,22194,Hidalgo,Metztitlán,71,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,5,1,0,1,0,3,1,0,1,0,0,3,4,0,0,0,2,4,6,3,3,0,3,1,1,0,3,0,3,1,3,3,3,3,0,0,0,0
483,13038,9665,Hidalgo,Mineral del Chico,63,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,2,1,0,1,0,0,0,2,1,1,1,3,0,0,0,0,0,0,0,1,4,2,2,2,0,4,2,0,1,1,1,3,5,1,0,2,0,0,4,3,4,1,1,0,0
484,13039,15737,Hidalgo,Mineral del Monte,247,0,0,0,0,0,0,1,0,0,1,0,2,0,6,3,4,3,1,2,1,2,2,4,6,10,4,7,9,1,5,3,2,1,3,4,1,4,3,6,2,4,8,17,11,16,6,17,18,9,7,7,2,4,2,3,3,0,2,2,1,1,1,2,1,0
485,13040,10915,Hidalgo,La Misión,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,2,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,13041,49931,Hidalgo,Mixquiahuala de Juárez,500,0,0,0,0,0,0,0,0,0,2,3,4,9,4,2,2,6,5,5,5,6,12,12,11,8,13,18,18,9,13,15,10,10,5,9,7,17,19,15,11,18,16,17,18,10,15,22,12,8,10,7,11,9,6,1,4,8,4,7,6,0,1,0,5,0
