,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
263,8066,6630,Chihuahua,Uruachi,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
264,9002,408441,Ciudad de México,Azcapotzalco,30300,0,34,352,1340,1493,1506,1462,1547,2117,2848,6229,7150,3432,790
265,9003,621952,Ciudad de México,Coyoacán,34165,0,43,522,1393,1557,2047,1934,1906,2492,3345,7230,7372,3532,792
266,9004,199809,Ciudad de México,Cuajimalpa de Morelos,11266,0,72,124,394,632,846,1026,1048,959,1072,2008,2040,799,246
267,9005,1176967,Ciudad de México,Gustavo A. Madero,67067,2,58,1017,3004,3013,2930,3166,3845,4707,6041,13646,16263,7533,1842
268,9006,393821,Ciudad de México,Iztacalco,23124,0,39,547,1269,1018,990,1189,1226,1705,2436,4598,5097,2311,699
269,9007,1815551,Ciudad de México,Iztapalapa,89555,1,137,1775,4226,3480,3639,3184,3701,5683,6692,19073,24123,11205,2636
270,9008,245147,Ciudad de México,La Magdalena Contreras,19361,0,24,197,520,704,1267,1338,1158,1277,1854,4039,4675,1868,440
271,9009,139371,Ciudad de México,Milpa Alta,11991,0,1,209,616,802,810,544,552,548,881,2623,2713,1361,331
272,9010,755537,Ciudad de México,Álvaro Obregón,70426,0,84,534,1448,1851,2304,2380,2766,3259,6502,17906,19916,9452,2024
273,9011,366586,Ciudad de México,Tláhuac,31310,0,11,304,1163,1232,1542,1313,1492,1924,2530,7337,8029,3723,710
274,9012,682234,Ciudad de México,Tlalpan,57559,1,63,656,1449,1926,2465,2606,3143,3491,5453,13082,15501,6254,1469
275,9013,418060,Ciudad de México,Xochimilco,32372,0,21,402,1372,1641,1793,1295,1403,2055,2872,7152,7357,4084,925
276,9014,433708,Ciudad de México,Benito Juárez,19525,0,47,374,788,756,867,1063,1110,1573,2427,4120,4089,1927,384
277,9015,548606,Ciudad de México,Cuauhtémoc,30114,0,57,506,1331,1402,1429,1289,1675,2278,3373,6399,6521,3056,798
278,9016,379624,Ciudad de México,Miguel Hidalgo,21178,2,131,334,859,1011,1213,1204,1254,1443,2254,4532,4734,1727,480
279,9017,433231,Ciudad de México,Venustiano Carranza,27197,0,43,448,1269,1143,1456,1555,1733,2268,2811,5882,5606,2405,578
280,10001,34749,Durango,Canatlán,603,0,0,0,2,3,23,9,45,59,157,120,155,26,4
281,10002,4816,Durango,Canelas,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0
282,10003,4649,Durango,Coneto de Comonfort,9,0,0,0,0,1,0,0,0,0,3,2,2,1,0
283,10004,37479,Durango,Cuencamé,441,0,0,0,0,4,7,51,17,52,150,86,56,16,2
284,10005,695597,Durango,Durango,17127,0,5,20,131,742,975,1278,1560,3611,3660,1943,1934,1007,261
285,10006,10812,Durango,General Simón Bolívar,19,0,0,2,0,1,1,0,1,2,1,8,2,1,0
286,10007,369760,Durango,Gómez Palacio,6960,0,7,10,188,665,831,595,518,1250,1515,687,397,231,66
287,10008,37792,Durango,Guadalupe Victoria,370,0,0,19,1,1,23,31,28,86,122,21,30,7,1
288,10009,10512,Durango,Guanaceví,19,0,0,0,0,0,0,2,2,2,8,3,2,0,0
289,10010,4165,Durango,Hidalgo,29,0,0,1,0,0,7,0,1,0,15,0,3,1,1
290,10011,5392,Durango,Indé,24,0,0,0,0,1,0,2,0,7,7,1,6,0,0
291,10012,164763,Durango,Lerdo,2056,0,0,4,24,161,235,222,183,375,420,245,104,66,17
292,10013,28301,Durango,Mapimí,137,0,0,1,8,10,3,3,5,28,34,24,15,5,1
293,10014,40593,Durango,Mezquital,82,0,0,0,3,9,8,1,3,13,2,11,27,5,0
294,10015,13877,Durango,Nazas,46,0,0,0,2,1,5,3,1,11,4,11,5,3,0
295,10016,20881,Durango,Nombre de Dios,88,0,0,1,0,2,4,5,7,17,23,9,7,8,5
296,10017,10333,Durango,Ocampo,153,0,0,0,0,3,1,1,19,12,43,32,19,21,2
297,10018,12281,Durango,El Oro,121,0,0,1,0,0,4,6,3,19,62,10,12,3,1
298,10019,5513,Durango,Otáez,5,0,0,0,1,0,0,1,0,3,0,0,0,0,0
299,10020,12907,Durango,Pánuco de Coronado,66,0,0,0,6,5,4,4,2,9,10,5,14,5,2
300,10021,11538,Durango,Peñón Blanco,42,0,0,0,1,0,5,0,7,6,3,6,11,3,0
301,10022,26935,Durango,Poanas,201,0,0,2,6,5,4,10,14,46,68,17,20,8,1
302,10023,53006,Durango,Pueblo Nuevo,735,0,0,2,1,12,33,65,77,195,137,86,57,41,29
303,10024,14407,Durango,Rodeo,144,0,0,0,0,0,2,7,2,38,39,17,29,10,0
304,10025,3459,Durango,San Bernardo,12,0,0,0,2,0,0,0,0,4,1,3,0,2,0
305,10026,20114,Durango,San Dimas,126,0,0,0,1,1,1,50,27,3,16,3,23,0,1
306,10027,5917,Durango,San Juan de Guadalupe,8,0,0,0,0,0,0,0,1,1,1,3,2,0,0
307,10028,13310,Durango,San Juan del Río,134,0,1,1,0,1,4,2,10,18,19,25,34,15,4
308,10029,2258,Durango,San Luis del Cordero,20,0,0,0,0,0,1,0,6,4,1,3,2,3,0
309,10030,1631,Durango,San Pedro del Gallo,8,0,0,0,0,0,0,0,0,0,0,0,2,5,1
310,10031,7509,Durango,Santa Clara,63,0,0,0,0,0,1,8,1,2,7,14,26,4,0
311,10032,51125,Durango,Santiago Papasquiaro,294,0,0,0,3,8,25,13,2,37,75,42,53,27,9
312,10033,6766,Durango,Súchil,56,0,0,0,0,0,1,1,7,14,12,12,3,1,5
313,10034,27368,Durango,Tamazula,119,0,0,1,5,18,22,20,10,25,5,1,9,3,0
314,10035,11545,Durango,Tepehuanes,35,0,0,0,0,0,0,1,2,2,12,4,8,4,2
315,10036,24946,Durango,Tlahualilo,127,0,0,3,29,38,9,2,4,5,20,5,9,3,0
316,10037,9849,Durango,Topia,85,0,0,0,0,1,0,0,0,0,81,2,1,0,0
317,10038,23279,Durango,Vicente Guerrero,250,0,0,0,1,1,5,7,32,55,42,46,40,15,6
318,10039,28862,Durango,Nuevo Ideal,584,0,0,0,1,1,4,35,31,127,194,61,93,30,7
319,11001,95581,Guanajuato,Abasolo,647,0,0,2,7,32,101,69,73,32,54,78,135,55,9
320,11002,118967,Guanajuato,Acámbaro,3088,0,0,6,41,69,219,269,285,276,326,447,706,367,77
321,11003,183034,Guanajuato,San Miguel de Allende,2552,0,2,7,12,63,149,151,182,150,401,527,611,257,40
322,11004,72209,Guanajuato,Apaseo el Alto,943,0,0,1,11,27,47,40,67,85,124,199,194,116,32
323,11005,99036,Guanajuato,Apaseo el Grande,1242,0,0,3,16,49,97,84,82,78,154,212,285,149,33
324,11006,5559,Guanajuato,Atarjea,38,0,0,0,1,1,1,0,1,0,9,13,8,3,1
325,11007,530820,Guanajuato,Celaya,11185,0,5,23,151,581,1101,982,937,1078,1564,1690,1784,1137,152
326,11008,40608,Guanajuato,Manuel Doblado,778,0,0,0,1,11,42,67,72,35,39,134,232,132,13
327,11009,87191,Guanajuato,Comonfort,947,0,0,1,8,36,64,66,48,90,130,151,201,135,17
328,11010,12998,Guanajuato,Coroneo,303,0,0,1,4,20,9,22,19,26,51,58,57,30,6
329,11011,101319,Guanajuato,Cortazar,1715,0,0,9,24,135,134,152,167,164,239,202,283,177,29
330,11012,29959,Guanajuato,Cuerámaro,534,0,0,0,8,30,55,45,57,45,100,71,66,44,13
331,11013,25606,Guanajuato,Doctor Mora,271,0,0,1,2,15,5,11,16,25,52,68,56,9,11
332,11014,160771,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,2364,0,0,2,13,103,219,206,164,304,448,337,338,186,44
333,11015,198035,Guanajuato,Guanajuato,4593,0,3,8,17,135,405,479,269,354,672,710,964,475,102
334,11016,22612,Guanajuato,Huanímaro,294,0,0,0,4,7,53,39,12,15,35,41,58,24,6
335,11017,610700,Guanajuato,Irapuato,12508,0,10,20,152,793,1605,1170,657,695,1330,1697,2791,1353,235
336,11018,41154,Guanajuato,Jaral del Progreso,945,0,0,2,4,19,100,151,80,96,131,122,141,84,15
337,11019,51332,Guanajuato,Jerécuaro,716,0,0,2,2,38,33,45,60,33,108,142,135,96,22
338,11020,1679610,Guanajuato,León,40857,1,32,77,842,3685,5374,2848,1980,2308,4687,7134,8210,3220,459
339,11021,54378,Guanajuato,Moroleón,1295,0,0,10,1,30,100,124,172,120,162,205,234,112,25
340,11022,24758,Guanajuato,Ocampo,527,0,0,0,2,12,50,138,55,33,49,46,118,23,1
341,11023,159968,Guanajuato,Pénjamo,1922,0,0,5,15,99,223,240,158,171,207,213,378,185,28
342,11024,12620,Guanajuato,Pueblo Nuevo,224,0,0,0,3,12,22,22,11,9,23,39,61,19,3
343,11025,86012,Guanajuato,Purísima del Rincón,1197,0,0,0,1,25,128,92,82,42,146,287,305,83,6
344,11026,62603,Guanajuato,Romita,1264,0,0,12,39,91,150,78,26,42,180,270,269,89,18
345,11027,293293,Guanajuato,Salamanca,6151,0,3,45,43,277,679,772,587,543,953,921,780,461,87
346,11028,106978,Guanajuato,Salvatierra,2449,0,0,8,24,85,177,256,238,211,359,443,446,176,26
347,11029,41588,Guanajuato,San Diego de la Unión,877,0,0,1,8,27,69,131,100,101,100,82,150,85,23
348,11030,118417,Guanajuato,San Felipe,1884,0,0,0,15,22,137,283,196,205,232,247,388,138,21
349,11031,125904,Guanajuato,San Francisco del Rincón,2646,0,0,2,5,110,331,295,207,119,291,589,526,159,12
350,11032,83562,Guanajuato,San José Iturbide,963,0,0,0,7,57,66,92,91,107,114,135,186,85,23
351,11033,127678,Guanajuato,San Luis de la Paz,2102,0,1,7,29,74,202,234,208,215,319,245,287,213,68
352,11034,5584,Guanajuato,Santa Catarina,35,0,0,0,2,3,1,0,0,0,8,14,6,1,0
353,11035,88644,Guanajuato,Santa Cruz de Juventino Rosas,1447,0,0,4,51,80,101,81,74,130,294,273,256,84,19
354,11036,7327,Guanajuato,Santiago Maravatío,225,0,0,1,23,5,11,21,26,5,27,50,35,20,1
355,11037,201020,Guanajuato,Silao de la Victoria,3201,0,1,3,44,340,644,306,160,163,242,379,643,238,38
356,11038,12978,Guanajuato,Tarandacuao,259,0,0,0,5,8,18,17,13,13,41,44,71,26,3
357,11039,36574,Guanajuato,Tarimoro,515,0,0,0,5,26,34,63,46,20,48,102,118,43,10
358,11040,20238,Guanajuato,Tierra Blanca,196,0,0,0,8,5,11,15,10,26,22,39,49,8,3
359,11041,67184,Guanajuato,Uriangato,1450,0,0,7,2,29,73,117,146,162,203,241,306,144,20
360,11042,153094,Guanajuato,Valle de Santiago,2673,0,1,6,10,65,343,341,189,145,339,473,460,252,49
361,11043,21521,Guanajuato,Victoria,218,0,0,0,2,3,9,12,31,12,20,47,61,16,5
362,11044,62918,Guanajuato,Villagrán,1015,0,0,1,9,55,89,75,78,85,166,155,179,111,12
363,11045,12285,Guanajuato,Xichú,114,0,0,0,2,3,3,10,8,4,12,28,35,9,0
364,11046,73948,Guanajuato,Yuriria,1091,0,0,5,4,20,78,142,132,114,138,162,217,72,7
365,12001,840795,Guerrero,Acapulco de Juárez,14853,0,22,165,1472,2177,2127,1058,1732,1140,628,772,2263,1075,222
366,12002,27366,Guerrero,Ahuacuotzingo,131,0,0,2,2,4,22,59,17,1,5,11,2,6,0
367,12003,38895,Guerrero,Ajuchitlán del Progreso,223,0,0,0,2,45,32,19,11,1,8,15,56,30,4
368,12004,20112,Guerrero,Alcozauca de Guerrero,44,0,0,0,0,7,4,4,2,2,1,2,5,14,3
369,12005,6959,Guerrero,Alpoyeca,29,0,0,0,1,0,4,1,2,3,0,2,8,7,1
370,12006,11719,Guerrero,Apaxtla,23,0,0,0,3,0,2,2,1,0,5,3,7,0,0
371,12007,32547,Guerrero,Arcelia,236,0,0,0,32,44,23,24,22,7,7,16,41,19,1
372,12008,8914,Guerrero,Atenango del Río,24,0,0,1,0,1,1,1,0,6,5,5,1,3,0
373,12009,5284,Guerrero,Atlamajalcingo del Monte,8,0,0,0,0,1,2,2,0,0,1,0,1,1,0
374,12010,28136,Guerrero,Atlixtac,7,0,0,0,1,0,2,0,1,0,0,0,1,1,1
375,12011,62574,Guerrero,Atoyac de Álvarez,530,0,0,1,7,47,44,58,79,59,34,40,103,51,7
376,12012,70242,Guerrero,Ayutla de los Libres,204,0,0,3,17,28,42,38,12,4,4,3,20,13,20
377,12013,13164,Guerrero,Azoyú,50,0,0,0,0,0,9,14,9,1,0,1,1,15,0
378,12014,15926,Guerrero,Benito Juárez,128,0,0,1,1,8,14,8,16,6,10,2,41,20,1
379,12015,13737,Guerrero,Buenavista de Cuéllar,108,0,0,1,4,8,16,17,8,1,11,12,18,8,4
380,12016,12661,Guerrero,Coahuayutla de José María Izazaga,8,0,0,0,1,0,0,2,0,1,0,0,1,2,1
381,12017,14050,Guerrero,Cocula,106,0,0,1,1,4,1,3,3,4,9,37,26,12,5
382,12018,14641,Guerrero,Copala,57,0,0,1,0,2,8,11,14,8,1,0,5,6,1
383,12019,15096,Guerrero,Copalillo,20,0,0,0,3,4,4,1,0,2,0,3,2,0,1
384,12020,20779,Guerrero,Copanatoyac,16,0,0,0,1,0,1,2,0,0,1,1,5,3,2
385,12021,78931,Guerrero,Coyuca de Benítez,246,0,0,8,13,18,17,28,47,16,15,21,57,5,1
386,12022,40408,Guerrero,Coyuca de Catalán,236,0,0,1,11,47,12,21,18,22,24,17,52,10,1
387,12023,27919,Guerrero,Cuajinicuilapa,132,0,0,0,0,2,20,48,24,6,5,1,18,5,3
388,12024,7807,Guerrero,Cualác,16,0,0,0,0,0,0,2,2,1,0,0,7,4,0
389,12025,16569,Guerrero,Cuautepec,33,0,0,0,0,5,3,3,1,1,2,1,4,7,6
390,12026,8951,Guerrero,Cuetzala del Progreso,8,0,0,1,0,0,1,0,1,0,0,3,2,0,0
391,12027,20384,Guerrero,Cutzamala de Pinzón,74,0,0,1,12,12,3,13,6,5,2,3,12,5,0
392,12028,133299,Guerrero,Chilapa de Álvarez,408,0,0,9,16,49,94,34,54,22,25,5,55,36,9
393,12029,284330,Guerrero,Chilpancingo de los Bravo,6438,0,7,44,230,463,1034,895,1047,508,267,309,925,586,123
394,12030,21527,Guerrero,Florencio Villarreal,59,0,0,0,1,13,18,5,6,2,2,0,6,5,1
395,12031,5936,Guerrero,General Canuto A. Neri,8,0,0,0,0,1,0,0,0,0,0,1,2,2,2
396,12032,37840,Guerrero,General Heliodoro Castillo,99,0,0,0,2,0,1,15,14,28,7,5,8,18,1
397,12033,15763,Guerrero,Huamuxtitlán,87,0,0,4,1,3,16,13,14,12,7,1,8,3,5
398,12034,38696,Guerrero,Huitzuco de los Figueroa,204,0,0,0,3,18,11,7,24,23,12,35,38,26,7
399,12035,158141,Guerrero,Iguala de la Independencia,1910,0,0,38,135,84,59,47,48,71,175,569,451,178,55
400,12036,11614,Guerrero,Igualapa,76,0,0,0,0,7,28,16,10,5,2,0,3,3,2
401,12037,6451,Guerrero,Ixcateopan de Cuauhtémoc,6,0,0,0,0,1,0,1,3,0,0,1,0,0,0
402,12038,130796,Guerrero,Zihuatanejo de Azueta,2141,0,0,4,19,158,616,297,226,155,58,104,291,182,31
403,12039,25742,Guerrero,Juan R. Escudero,280,0,0,0,41,21,31,38,80,28,9,0,25,6,1
404,12040,26857,Guerrero,Leonardo Bravo,85,0,0,0,0,7,22,14,17,5,2,1,6,7,4
405,12041,28166,Guerrero,Malinaltepec,37,0,0,0,1,2,2,6,10,14,1,1,0,0,0
406,12042,19306,Guerrero,Mártir de Cuilapan,37,0,0,2,5,4,3,4,9,2,2,1,2,2,1
407,12043,19095,Guerrero,Metlatónoc,13,0,0,0,3,0,1,2,2,1,0,0,0,3,1
408,12044,13196,Guerrero,Mochitlán,61,0,0,1,0,7,0,3,14,15,2,2,4,9,4
409,12045,26372,Guerrero,Olinalá,46,0,0,1,1,2,1,3,14,3,6,5,7,2,1
410,12046,69853,Guerrero,Ometepec,553,0,0,0,7,84,123,128,71,33,18,6,43,31,9
411,12047,7049,Guerrero,Pedro Ascencio Alquisiras,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0
412,12048,45389,Guerrero,Petatlán,270,0,0,0,8,13,53,47,70,25,5,9,26,13,1
413,12049,13270,Guerrero,Pilcaya,34,0,0,0,3,0,1,4,2,1,0,2,6,14,1
414,12050,38809,Guerrero,Pungarabato,500,0,0,3,39,148,14,26,33,29,26,38,97,44,3
415,12051,36981,Guerrero,Quechultenango,77,0,0,1,0,4,17,12,12,10,9,2,4,6,0
416,12052,45121,Guerrero,San Luis Acatlán,92,0,0,0,1,2,11,30,20,12,2,1,6,4,3
417,12053,50859,Guerrero,San Marcos,139,0,1,2,4,20,19,21,9,14,3,4,17,18,7
418,12054,28289,Guerrero,San Miguel Totolapan,99,0,0,0,0,0,0,36,15,1,2,15,29,0,1
419,12055,112561,Guerrero,Taxco de Alarcón,1208,0,2,19,45,43,47,29,25,32,44,249,456,143,74
420,12056,47593,Guerrero,Tecoanapa,147,0,0,0,2,10,43,32,8,5,3,5,8,25,6
421,12057,66974,Guerrero,Técpan de Galeana,352,0,0,0,3,16,46,47,19,23,18,20,127,27,6
422,12058,59123,Guerrero,Teloloapan,159,0,0,1,8,6,18,35,13,12,12,12,33,7,2
423,12059,32914,Guerrero,Tepecoacuilco de Trujano,134,0,0,2,13,5,9,1,6,11,18,42,19,7,1
424,12060,14890,Guerrero,Tetipac,20,0,0,0,0,4,1,1,1,1,0,3,9,0,0
425,12061,44479,Guerrero,Tixtla de Guerrero,809,0,1,2,21,70,99,108,244,106,24,34,40,58,2
426,12062,24221,Guerrero,Tlacoachistlahuaca,24,0,0,0,1,1,3,6,1,1,0,4,6,1,0
427,12063,10420,Guerrero,Tlacoapa,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0
428,12064,12711,Guerrero,Tlalchapa,83,0,0,0,3,21,6,12,1,1,2,4,15,18,0
429,12065,7626,Guerrero,Tlalixtaquilla de Maldonado,42,0,0,0,1,0,0,0,1,0,1,25,9,5,0
430,12066,93574,Guerrero,Tlapa de Comonfort,709,0,1,11,53,77,70,59,50,32,24,58,134,93,47
431,12067,22706,Guerrero,Tlapehuala,235,0,0,0,5,53,15,12,17,4,5,11,36,63,14
432,12068,26968,Guerrero,La Unión de Isidoro Montes de Oca,124,0,0,5,20,15,27,11,15,14,3,4,7,1,2
433,12069,12255,Guerrero,Xalpatláhuac,20,0,0,1,0,1,2,3,2,0,0,1,8,1,1
434,12070,7398,Guerrero,Xochihuehuetlán,32,0,0,12,1,0,0,3,8,5,3,0,0,0,0
435,12071,30222,Guerrero,Xochistlahuaca,104,0,0,0,2,1,27,31,26,1,1,0,6,9,0
436,12072,12587,Guerrero,Zapotitlán Tablas,11,0,0,0,1,0,2,1,0,2,0,2,0,3,0
437,12073,18228,Guerrero,Zirándaro,149,0,0,0,1,28,15,28,27,16,6,4,22,2,0
438,12074,23871,Guerrero,Zitlala,54,0,0,0,2,7,22,5,6,0,1,0,6,5,0
439,12075,52924,Guerrero,Eduardo Neri,338,0,0,1,29,33,40,36,35,23,28,24,55,26,8
440,12076,38738,Guerrero,Acatepec,9,0,0,0,0,3,2,0,0,0,0,0,2,2,0
441,12077,14269,Guerrero,Marquelia,84,0,0,0,0,15,27,10,5,5,2,0,13,7,0
442,12078,19337,Guerrero,Cochoapa el Grande,5,0,0,0,1,0,0,1,0,1,1,0,0,0,1
443,12079,17905,Guerrero,José Joaquín de Herrera,10,0,0,0,0,4,0,0,0,1,0,0,4,1,0
444,12080,7924,Guerrero,Juchitán,35,0,0,0,0,0,5,10,2,0,1,0,4,9,4
445,12081,11317,Guerrero,Iliatenco,5,0,0,0,0,0,0,1,0,0,1,0,0,1,2
446,13001,22119,Hidalgo,Acatlán,143,0,0,1,16,4,28,21,8,6,8,16,25,7,3
447,13002,46234,Hidalgo,Acaxochitlán,151,0,0,1,7,13,12,24,15,11,11,17,24,12,4
448,13003,61311,Hidalgo,Actopan,587,0,0,5,25,37,45,70,47,36,59,67,134,51,11
449,13004,9705,Hidalgo,Agua Blanca de Iturbide,53,0,0,0,2,0,8,10,3,4,1,6,15,4,0
450,13005,19882,Hidalgo,Ajacuba,191,0,0,0,8,5,15,25,25,9,11,45,38,6,4
451,13006,22078,Hidalgo,Alfajayucan,80,0,0,2,2,2,8,10,3,5,12,12,16,7,1
452,13007,13135,Hidalgo,Almoloya,114,0,0,0,2,10,40,9,11,6,7,11,7,11,0
453,13008,48036,Hidalgo,Apan,759,0,0,5,73,92,92,76,48,53,74,110,89,34,13
454,13009,20199,Hidalgo,El Arenal,115,0,0,1,6,9,16,19,3,9,12,12,14,12,2
455,13010,32226,Hidalgo,Atitalaquia,421,0,0,2,30,28,23,39,41,47,53,67,70,18,3
456,13011,21662,Hidalgo,Atlapexco,53,0,0,0,0,4,8,5,7,12,6,5,4,1,1
457,13012,29469,Hidalgo,Atotonilco el Grande,134,0,0,2,8,16,12,14,3,8,14,22,25,7,3
458,13013,41039,Hidalgo,Atotonilco de Tula,436,0,1,3,28,35,44,31,22,23,55,60,84,41,9
459,13014,18680,Hidalgo,Calnali,79,0,0,1,4,8,0,9,1,4,7,6,34,4,1
460,13015,19853,Hidalgo,Cardonal,84,0,0,2,3,4,15,5,6,8,9,16,14,2,0
461,13016,62361,Hidalgo,Cuautepec de Hinojosa,303,0,0,3,24,14,32,25,14,13,19,45,87,25,2
462,13017,14659,Hidalgo,Chapantongo,183,0,0,0,1,5,19,25,15,16,20,29,36,13,4
463,13018,25460,Hidalgo,Chapulhuacán,43,0,0,0,3,3,6,8,2,1,3,2,11,4,0
464,13019,19638,Hidalgo,Chilcuautla,143,0,0,2,3,7,7,20,10,17,15,19,20,21,2
465,13020,2972,Hidalgo,Eloxochitlán,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1
466,13021,15803,Hidalgo,Emiliano Zapata,312,0,4,3,12,28,100,24,8,31,16,22,44,18,2
467,13022,16053,Hidalgo,Epazoyucan,184,0,0,2,11,10,7,15,20,28,6,34,35,14,2
468,13023,38879,Hidalgo,Francisco I. Madero,257,0,0,3,6,12,15,57,34,16,16,22,49,23,4
469,13024,19077,Hidalgo,Huasca de Ocampo,73,0,1,2,3,2,6,10,4,10,9,9,9,7,1
470,13025,23193,Hidalgo,Huautla,52,0,0,0,1,5,4,4,10,9,3,5,7,4,0
471,13026,15009,Hidalgo,Huazalingo,18,0,0,0,0,1,1,2,0,2,5,3,2,2,0
472,13027,27313,Hidalgo,Huehuetla,90,0,0,0,3,6,7,25,15,3,14,3,7,7,0
473,13028,139683,Hidalgo,Huejutla de Reyes,814,0,1,3,45,135,129,53,62,70,86,91,113,24,2
474,13029,49792,Hidalgo,Huichapan,537,0,0,0,16,19,34,32,24,29,65,104,160,45,9
475,13030,99735,Hidalgo,Ixmiquilpan,623,0,0,0,14,35,102,64,38,54,99,83,97,29,8
476,13031,14478,Hidalgo,Jacala de Ledezma,18,0,0,1,0,0,0,1,1,5,1,3,4,2,0
477,13032,12806,Hidalgo,Jaltocán,53,0,0,0,0,15,3,3,3,8,13,5,3,0,0
478,13033,3412,Hidalgo,Juárez Hidalgo,7,0,0,0,1,0,2,0,0,0,1,1,1,1,0
479,13034,10256,Hidalgo,Lolotla,23,0,0,0,0,1,1,3,0,2,2,10,4,0,0
480,13035,12508,Hidalgo,Metepec,66,0,0,0,0,11,9,3,2,2,5,8,24,2,0
481,13036,10333,Hidalgo,San Agustín Metzquititlán,35,0,0,1,2,1,0,3,3,8,0,5,10,2,0
482,13037,22194,Hidalgo,Metztitlán,55,0,0,4,2,1,1,7,3,4,7,10,11,5,0
483,13038,9665,Hidalgo,Mineral del Chico,48,0,0,0,5,2,4,2,6,0,6,7,6,10,0
484,13039,15737,Hidalgo,Mineral del Monte,233,0,0,2,11,10,12,33,11,13,16,55,52,15,3
485,13040,10915,Hidalgo,La Misión,17,0,0,0,0,0,0,2,3,0,4,7,1,0,0
486,13041,49931,Hidalgo,Mixquiahuala de Juárez,467,0,0,4,20,20,41,63,51,36,70,67,59,33,3
487,13042,12518,Hidalgo,Molango de Escamilla,132,0,0,0,0,2,0,3,2,40,47,17,14,6,1
488,13043,7394,Hidalgo,Nicolás Flores,17,0,0,0,0,0,2,1,1,0,0,1,1,11,0
489,13044,18122,Hidalgo,Nopala de Villagrán,106,0,0,0,0,2,6,16,16,12,4,20,22,6,2
490,13045,10555,Hidalgo,Omitlán de Juárez,58,0,0,0,5,1,3,3,8,14,10,5,7,2,0
491,13046,41749,Hidalgo,San Felipe Orizatlán,74,0,0,0,6,9,12,8,7,8,6,12,3,3,0
492,13047,5354,Hidalgo,Pacula,23,0,0,0,0,0,0,1,1,1,3,0,17,0,0
493,13048,280312,Hidalgo,Pachuca de Soto,8054,1,17,79,441,475,628,694,532,680,869,1296,1641,543,158
494,13049,18829,Hidalgo,Pisaflores,12,0,0,0,1,2,0,0,1,0,1,2,4,1,0
495,13050,25375,Hidalgo,Progreso de Obregón,273,0,0,2,13,9,29,26,20,25,26,38,52,29,4
496,13051,185907,Hidalgo,Mineral de la Reforma,3718,0,6,25,126,144,262,371,276,335,405,629,802,280,57
497,13052,39180,Hidalgo,San Agustín Tlaxiaca,304,0,1,6,27,38,29,27,22,31,23,33,35,22,10
498,13053,20082,Hidalgo,San Bartolo Tutotepec,95,0,0,0,2,0,2,8,6,18,15,9,18,17,0
499,13054,37993,Hidalgo,San Salvador,257,0,0,5,17,9,22,45,11,22,17,30,57,20,2
500,13055,18386,Hidalgo,Santiago de Anaya,106,0,0,2,7,5,8,12,15,5,3,11,29,9,0
501,13056,40098,Hidalgo,Santiago Tulantepec de Lugo Guerrero,371,0,0,4,10,19,42,40,18,18,24,54,112,26,4
502,13057,17377,Hidalgo,Singuilucan,97,0,0,1,3,13,16,10,0,4,3,21,15,9,2
503,13058,17607,Hidalgo,Tasquillo,61,0,0,0,1,1,1,2,5,2,8,8,22,8,3
504,13059,40515,Hidalgo,Tecozautla,158,0,0,3,3,9,15,3,9,4,16,35,40,18,3
505,13060,19646,Hidalgo,Tenango de Doria,105,0,0,1,1,5,4,12,6,13,3,24,19,15,2
506,13061,58776,Hidalgo,Tepeapulco,1351,0,0,11,49,122,116,110,73,82,114,217,325,115,17
507,13062,32819,Hidalgo,Tepehuacán de Guerrero,41,0,0,0,1,0,0,1,1,1,3,2,24,8,0
508,13063,93651,Hidalgo,Tepeji del Río de Ocampo,1340,0,1,6,64,82,128,165,72,79,81,140,303,150,69
509,13064,11792,Hidalgo,Tepetitlán,72,0,0,1,2,3,11,5,8,12,7,6,11,4,2
510,13065,12533,Hidalgo,Tetepango,80,0,0,3,2,10,6,8,5,13,7,14,7,4,1
511,13066,13444,Hidalgo,Villa de Tezontepec,77,0,0,0,7,15,1,14,1,5,6,15,8,5,0
512,13067,57003,Hidalgo,Tezontepec de Aldama,534,0,0,22,26,24,35,56,50,55,67,64,90,41,4
513,13068,16044,Hidalgo,Tianguistengo,29,0,0,0,0,1,4,4,2,1,1,10,3,3,0
514,13069,137165,Hidalgo,Tizayuca,2624,0,4,41,189,184,165,257,162,175,243,419,548,184,53
515,13070,20742,Hidalgo,Tlahuelilpan,190,0,0,2,15,9,14,24,18,18,17,29,23,12,9
516,13071,10933,Hidalgo,Tlahuiltepa,18,0,0,0,0,0,1,3,1,1,0,4,7,0,1
517,13072,11165,Hidalgo,Tlanalapa,196,0,0,1,10,12,38,19,16,12,9,26,34,18,1
518,13073,42175,Hidalgo,Tlanchinol,55,0,0,0,0,4,7,6,1,6,7,5,10,5,4
